status,propertyType,baths,fireplace,city,schools,sqft,zipcode,beds,state,stories,target
126,1245,2.5,1535,405,103985,864.0,2061,2.0,17,1.0,1000.0
125,1245,3.0,1535,1069,112835,2270.0,1627,3.0,31,2.0,489900.0
115,1129,1.5,1535,1731,27341,2096.0,3046,5.0,4,2.0,427960.0
4,1044,2.5,1535,385,116876,1603.0,2482,3.0,32,2.0,149500.0
79,1129,3.0,1535,819,90230,1760.0,1570,4.0,7,1.0,269900.0
73,1175,2.0,1535,1113,193937,1713.0,3245,3.0,23,2.0,251990.0
125,1242,2.5,1535,385,143442,3295.0,2494,4.0,32,1.0,1399000.0
4,924,2.0,1535,1144,53114,1512.0,1157,3.0,7,1.0,218750.0
125,1245,4.0,1592,402,141439,2909.0,2595,4.0,32,2.0,350000.0
66,399,2.0,1535,1693,21386,1514.0,492,2.0,5,1.0,549000.0
66,1128,3.0,1591,1593,35844,1786.0,1428,4.0,7,0.0,309900.0
125,1245,3.5,1535,1306,221414,3560.0,3307,4.0,23,2.0,677995.0
4,863,0.0,1535,493,124682,0.0,1522,3.0,7,2.0,14000.0
124,1128,3.0,1535,1403,21211,2954.0,2874,4.0,32,1.0,484990.0
124,399,3.0,1535,89,17231,2018.0,1342,2.0,7,2.0,835000.0
125,1241,2.5,1535,193,134710,700.0,198,3.0,24,2.0,159000.0
4,469,2.0,1535,1277,152013,1316.0,1504,2.0,7,2.0,185400.0
125,1243,2.0,1535,1591,106916,1344.0,1192,3.0,7,2.0,55500.0
126,1245,3.0,1535,1252,211065,2510.0,1579,4.0,7,1.0,279900.0
125,1245,3.0,1535,881,93215,3265.0,1506,3.0,7,2.0,249000.0
125,1240,2.0,1535,865,243124,1535.0,3271,2.0,23,2.0,295000.0
124,1175,4.0,1535,726,96619,3573.0,2704,4.0,32,2.0,645000.0
124,1128,1.0,1535,1395,61226,720.0,1455,3.0,7,1.0,116742.0
124,1128,2.0,1535,75,130378,1400.0,2952,3.0,32,1.0,282990.0
4,863,2.5,1535,280,118064,0.0,1665,3.0,31,2.0,39900.0
125,1240,2.0,1592,865,243319,929.0,3256,2.0,23,3.0,184900.0
125,1245,3.0,1535,836,31502,1485.0,1606,3.0,31,3.0,199990.0
4,1228,2.5,1535,71,223439,2992.0,1178,3.0,7,2.0,990000.0
4,803,2.5,1535,278,183152,2839.0,1000,3.0,21,2.0,549900.0
4,1129,2.5,1357,1161,121598,2000.0,1649,3.0,31,2.0,359900.0
125,1245,4.0,1592,726,111926,2116.0,2631,3.0,32,3.0,350000.0
125,1240,4.0,1535,1615,95136,4000.0,1460,4.0,7,4.0,2450000.0
66,1128,3.0,1591,566,130591,1890.0,3680,3.0,3,0.0,300000.0
125,1245,3.0,1592,914,192994,3560.0,3368,4.0,3,2.0,3500000.0
4,1129,1.0,1535,726,79740,1376.0,2647,3.0,32,1.0,155000.0
125,1245,3.0,1535,313,30513,1913.0,1833,3.0,25,3.0,386986.0
125,1244,6.0,1592,193,40898,3840.0,196,13.0,24,3.0,2799000.0
125,1246,3.0,1592,291,9180,2900.0,2282,3.0,11,4.0,860000.0
125,1240,2.0,1592,385,227879,1005.0,2472,2.0,32,2.0,302500.0
124,1128,2.0,1535,1593,6266,1822.0,1421,4.0,7,2.0,333038.0
125,1245,3.0,1592,1256,234949,2914.0,3930,5.0,27,2.0,709990.0
106,1128,2.0,1535,1165,215265,1654.0,1250,3.0,7,2.0,227425.0
4,469,1.0,914,914,2108,800.0,3358,1.0,3,2.0,420000.0
4,1129,1.5,1535,333,87794,1681.0,2796,3.0,32,2.0,210000.0
125,1245,3.0,1535,1749,216070,1830.0,1024,3.0,21,1.0,265000.0
125,1243,2.0,1535,865,10216,960.0,3263,2.0,23,1.0,132900.0
125,1246,3.5,1535,278,95778,2529.0,987,3.0,21,3.0,595485.0
125,1246,3.0,1535,1069,31528,1482.0,1633,3.0,31,2.0,279900.0
66,1128,3.0,1591,1777,229451,2751.0,4129,5.0,36,0.0,509000.0
124,1128,1.0,1535,726,73257,1227.0,2664,3.0,32,1.0,105000.0
125,1245,3.0,1535,1403,196597,2619.0,2860,4.0,32,1.0,359990.0
4,1076,2.5,7,1121,175668,1854.0,2590,3.0,32,2.0,330000.0
4,1145,2.5,1108,1224,225733,4099.0,1786,3.0,25,2.0,554900.0
125,1245,2.0,1535,907,71133,1912.0,2518,3.0,32,2.0,81000.0
124,399,2.0,1535,990,15025,860.0,1323,1.0,7,2.0,220000.0
125,1245,3.0,1592,726,191783,2536.0,2719,4.0,32,2.0,280000.0
4,253,2.5,1553,1378,25530,1212.0,1458,3.0,7,2.0,345000.0
4,1189,2.5,1535,726,47386,1080.0,2628,3.0,32,1.0,80000.0
125,1245,4.0,1592,636,142564,4006.0,719,5.0,21,1.0,399900.0
125,1245,2.0,1535,851,173091,1513.0,1480,3.0,7,2.0,204500.0
66,1128,13.0,1591,914,18090,15000.0,3370,8.0,3,2.0,63000000.0
125,1245,2.0,1535,1185,108742,1932.0,1278,3.0,7,1.0,214900.0
66,1128,3.0,1535,726,142130,3020.0,2650,4.0,32,2.0,525000.0
66,1128,3.0,1535,1591,173352,2201.0,1195,4.0,7,2.0,349000.0
125,1245,3.0,1535,385,59716,2200.0,2470,4.0,32,2.0,275000.0
125,1245,3.0,1592,726,167410,2483.0,2643,3.0,32,2.0,499900.0
125,1244,17.0,1535,405,104313,11430.0,2091,3.0,17,2.0,395000.0
76,1129,2.0,1535,726,224612,1600.0,2660,3.0,32,1.0,275000.0
4,1129,2.5,555,560,226065,6020.0,1599,5.0,31,2.0,1920000.0
4,469,1.0,1535,278,182863,725.0,992,1.0,21,2.0,157500.0
125,1240,2.5,1535,291,9912,640.0,2276,3.0,11,9.0,209700.0
125,1245,3.0,1535,188,144581,2100.0,143,4.0,24,4.0,995000.0
4,1129,2.5,1214,732,119375,2765.0,972,4.0,21,2.0,340000.0
125,1240,2.5,1592,734,235934,787.0,3608,3.0,3,1.0,775000.0
66,1128,3.0,1591,1403,72142,1625.0,2837,3.0,32,2.0,194000.0
125,1245,3.0,1592,726,196922,3453.0,2720,5.0,32,1.0,650000.0
125,1246,3.0,1535,548,191233,2392.0,1378,3.0,7,3.0,649000.0
125,1245,2.0,1592,750,10777,2660.0,1983,2.0,12,1.0,169995.0
4,1230,2.5,1535,726,88610,2594.0,2632,3.0,32,2.0,699000.0
4,1129,3.5,141,815,208204,5492.0,2730,4.0,32,2.0,745000.0
124,1128,2.0,1591,1403,101672,1535.0,2859,4.0,32,1.0,135000.0
125,1241,2.5,1535,1088,233800,35532.0,84,3.0,24,6.0,319000.0
125,1246,3.0,1535,1165,168068,2547.0,1273,3.0,7,2.0,414500.0
125,1240,2.5,1535,1750,190086,685.0,1384,3.0,7,2.0,129999.0
102,469,2.0,1535,1107,90630,1170.0,1494,2.0,7,1.0,112000.0
125,1245,2.0,1535,1570,167108,1580.0,1393,3.0,7,1.0,322000.0
4,1015,2.5,1535,1181,152592,2268.0,1504,3.0,7,2.0,457892.0
66,1128,4.0,1535,496,33056,2152.0,399,2.0,29,2.0,269900.0
4,1129,3.0,1073,430,224922,3238.0,655,5.0,34,2.0,199000.0
125,1240,2.0,1535,865,244078,930.0,3282,2.0,23,3.0,136000.0
125,1245,6.0,1592,1088,238593,4950.0,87,4.0,24,2.0,8495000.0
124,1128,4.0,1535,726,158071,4767.0,2628,3.0,32,0.0,3255000.0
125,1245,13.0,1592,765,70765,20233.0,1168,4.0,7,2.0,13900000.0
66,1175,3.0,1535,278,237912,1785.0,1006,3.0,21,2.0,199900.0
125,1245,4.0,1592,333,110360,3016.0,2798,4.0,32,1.0,425000.0
124,399,1.0,1535,991,16646,950.0,1330,1.0,7,2.0,279000.0
125,1245,3.0,1535,726,32361,2101.0,2704,3.0,32,2.0,289500.0
4,661,2.5,7,556,85437,1644.0,2567,3.0,32,2.0,305000.0
125,1241,3.0,1535,1088,234452,2903.0,77,3.0,24,2.0,4600000.0
4,1228,2.5,1535,1287,155118,1893.0,1498,3.0,7,2.0,221700.0
4,863,0.0,1535,1250,124354,0.0,1511,3.0,7,2.0,16000.0
125,1245,2.0,1535,1209,127612,1214.0,1214,3.0,7,1.0,219500.0
79,1129,3.0,1535,1318,244681,2229.0,2748,4.0,32,1.0,323039.0
4,1228,2.5,1535,991,175894,6820.0,1314,3.0,7,2.0,13900000.0
125,1246,3.0,1535,1055,196883,1597.0,1610,3.0,31,2.0,237514.0
4,745,2.5,1535,1584,205180,1775.0,1445,3.0,7,2.0,323220.0
125,1240,3.0,1535,1193,142936,1148.0,1209,2.0,7,1.0,314000.0
4,1129,3.5,1535,1187,180509,3303.0,1155,4.0,7,2.0,699900.0
124,1128,2.0,1591,1403,191369,1716.0,2862,3.0,32,1.0,267000.0
4,1129,2.0,1535,1187,180200,1463.0,1155,3.0,7,2.0,219900.0
125,1245,2.5,1592,765,64953,872.0,1165,2.0,7,1.0,119900.0
120,1129,2.5,1316,278,221934,2535.0,1004,4.0,21,2.0,358000.0
4,1228,2.5,1535,548,12132,1575.0,1382,3.0,7,2.0,650000.0
125,1245,2.0,1592,407,95947,2134.0,2762,3.0,32,1.0,250000.0
4,1129,2.0,1535,1243,47629,1842.0,1573,3.0,7,1.0,235500.0
125,1245,4.0,1592,1069,3999,2058.0,1622,4.0,31,3.0,499900.0
4,684,2.5,1535,353,201606,3368.0,1338,3.0,7,2.0,1800000.0
125,1240,2.0,1535,159,76866,1446.0,1520,2.0,7,2.0,279900.0
124,1128,3.0,1535,1190,20391,2801.0,1345,4.0,7,2.0,599000.0
4,1122,2.5,7,385,202932,2392.0,2489,3.0,32,2.0,570000.0
125,1241,2.5,1535,1088,234278,9700.0,76,3.0,24,2.0,560000.0
4,1129,1.0,1535,313,150143,1230.0,1834,2.0,25,2.0,23500.0
124,399,2.0,1535,990,14921,1167.0,1321,2.0,7,0.0,399000.0
126,1245,2.5,1592,1135,79165,1273.0,2090,3.0,17,1.0,121200.0
124,1128,2.0,1535,765,166342,2170.0,1186,4.0,7,1.0,278000.0
66,1128,4.0,1591,140,18150,2907.0,3373,3.0,3,3.0,2295000.0
125,1245,3.0,1592,278,199718,3112.0,1000,4.0,21,1.0,585000.0
125,1240,2.0,1535,280,128587,4567.0,1660,3.0,31,2.0,1499000.0
124,1128,2.0,1535,1593,160659,1188.0,1438,2.0,7,1.0,186507.0
124,1128,2.0,1535,992,15348,1821.0,1300,4.0,7,0.0,348500.0
125,1243,2.0,1535,819,131222,1344.0,1568,3.0,7,2.0,159900.0
124,1128,5.0,1535,765,97534,4716.0,1166,5.0,7,2.0,1225000.0
125,1240,2.0,1535,933,230240,1306.0,1453,2.0,7,5.0,552810.0
66,1128,5.0,1535,1306,19476,5602.0,3304,4.0,23,2.0,1545000.0
4,1129,2.0,1535,307,182387,1130.0,2179,3.0,10,2.0,169000.0
125,1246,4.0,1535,726,111938,1654.0,2631,3.0,32,3.0,329999.0
4,1228,2.5,1535,75,117043,1100.0,2915,3.0,32,1.0,550000.0
4,1228,2.5,1535,665,148903,3452.0,1644,3.0,31,1.0,579500.0
4,1189,2.5,7,726,24686,3459.0,2695,3.0,32,2.0,349999.0
4,1129,2.5,7,560,225235,2800.0,1597,3.0,31,2.0,449000.0
125,1240,2.5,1535,1221,9345,892.0,430,2.0,29,1.0,349900.0
4,1189,2.5,1535,726,56094,1415.0,2679,3.0,32,1.0,499900.0
126,1245,2.5,1535,405,104221,769.0,2062,3.0,17,1.0,1000.0
125,1246,4.0,1592,1221,2654,1778.0,470,4.0,29,2.0,250000.0
4,1228,2.5,1535,1567,222281,1183.0,1347,3.0,7,2.0,657000.0
4,970,2.5,1535,1224,205765,1540.0,1786,3.0,25,2.0,182270.0
4,1228,2.5,1535,1726,11325,1009.0,1401,3.0,7,2.0,199500.0
4,1228,2.5,98,1680,82233,3739.0,3045,3.0,4,2.0,690000.0
125,1245,4.0,1592,1767,75915,3648.0,3459,3.0,3,2.0,1089000.0
4,1129,1.0,1535,313,150209,988.0,1840,3.0,25,1.0,120000.0
120,1129,3.0,1303,1030,177871,3363.0,978,5.0,21,2.0,320000.0
125,1245,2.5,1592,854,187248,1374.0,3069,4.0,4,1.0,423900.0
66,1175,2.0,1535,1066,198265,1297.0,2264,2.0,11,2.0,198800.0
126,1245,2.0,1535,474,213744,1269.0,3025,3.0,32,1.0,125590.0
4,1228,2.5,7,385,157482,931.0,2505,3.0,32,2.0,418000.0
126,1245,2.0,1535,313,31202,1728.0,1833,4.0,25,2.0,58466.0
125,1246,2.0,1535,1591,93980,987.0,1192,2.0,7,2.0,73000.0
4,469,2.0,1535,726,56526,1000.0,2678,2.0,32,1.0,78000.0
4,469,3.0,1535,819,85797,1694.0,1569,4.0,7,2.0,255000.0
125,1245,2.0,1535,1403,197209,2054.0,2867,3.0,32,1.0,299990.0
125,1245,3.0,1535,1756,188595,2468.0,689,3.0,21,2.0,379900.0
125,1240,2.0,1535,1739,143393,1176.0,214,2.0,24,2.0,699000.0
125,1246,3.0,1592,221,131450,1374.0,696,2.0,21,2.0,125000.0
125,1246,2.5,1535,1221,3665,1264.0,471,3.0,29,2.0,149900.0
125,1246,2.0,1592,1616,74391,1358.0,3927,2.0,27,2.0,335000.0
125,1245,2.0,1535,405,104552,892.0,2093,3.0,17,1.0,110000.0
4,359,2.5,98,1693,185012,2924.0,489,3.0,5,2.0,1139500.0
125,1245,3.0,1592,1256,35567,1836.0,3931,3.0,27,1.0,339985.0
4,1129,2.5,1535,278,56603,2025.0,992,3.0,21,2.0,273990.0
66,1128,3.0,1535,750,101119,3006.0,1984,3.0,12,0.0,229900.0
125,1245,2.0,1535,1591,170256,1055.0,1191,3.0,7,2.0,179000.0
4,863,2.5,1535,313,225409,0.0,1088,3.0,9,2.0,42900.0
126,1245,2.5,1592,405,102584,1260.0,2063,3.0,17,2.0,1000.0
125,1244,2.0,1535,1137,6742,1514.0,3767,4.0,3,2.0,499000.0
124,1128,2.0,1535,726,63214,1926.0,2714,4.0,32,1.0,189900.0
4,1129,2.5,962,203,24595,1938.0,2793,3.0,32,2.0,294900.0
125,1240,3.0,1535,1395,95695,1940.0,1449,2.0,7,9.0,950000.0
125,1245,2.0,1535,765,71167,1308.0,1180,3.0,7,1.0,163000.0
125,1245,3.0,1592,75,231755,2945.0,2947,4.0,32,2.0,475000.0
124,1128,2.0,1535,1165,187609,1920.0,1255,3.0,7,0.0,274900.0
66,1175,3.0,1591,1405,13726,1532.0,3554,3.0,3,0.0,845000.0
66,1128,3.0,1591,1777,188546,2199.0,4128,4.0,36,0.0,374000.0
4,1129,2.5,1535,1210,225845,2173.0,3226,2.0,1,2.0,410900.0
124,1175,2.0,1535,1403,6228,1440.0,2854,3.0,32,1.0,188499.0
4,469,2.5,1535,278,55667,1741.0,998,3.0,21,3.0,283930.0
4,187,2.5,1535,193,244681,700.0,201,3.0,24,2.0,475000.0
124,1128,4.0,1535,1227,20338,3494.0,1344,4.0,7,1.0,1649000.0
125,1245,3.0,1592,1403,98340,1188.0,2822,3.0,32,1.0,110000.0
66,399,2.0,1535,162,132268,1343.0,6,2.0,14,2.0,950000.0
4,469,1.0,1535,1693,202798,415.0,484,0.0,5,2.0,270000.0
125,1240,2.0,1535,1395,95095,890.0,1460,2.0,7,2.0,225000.0
4,1228,2.5,7,75,11244,3258.0,2938,3.0,32,2.0,604621.0
125,1245,3.0,1592,291,8543,1871.0,2299,6.0,11,2.0,469000.0
126,1245,2.5,1535,697,103051,919.0,2060,3.0,17,1.0,1000.0
125,1245,3.0,1535,474,109236,2187.0,3025,4.0,32,2.0,251510.0
125,1245,3.0,1535,1756,216387,2844.0,691,4.0,21,1.0,370000.0
4,1129,2.5,1535,1069,240408,2181.0,959,3.0,21,2.0,279900.0
4,1122,2.5,7,556,54410,3673.0,2577,3.0,32,2.0,306500.0
116,1129,1.5,1535,1069,150273,1675.0,1628,4.0,31,2.0,585000.0
125,1241,2.5,1535,1088,234437,425.0,77,3.0,24,2.0,475000.0
79,1129,3.0,1376,914,225349,2388.0,3335,3.0,3,2.0,1599000.0
125,1245,2.0,1592,745,200107,1033.0,1862,3.0,25,1.0,177500.0
125,1245,2.0,1592,750,93961,1950.0,1986,4.0,12,2.0,125900.0
126,1245,2.0,1592,688,187303,1682.0,1029,3.0,21,1.0,175500.0
4,1015,2.5,1535,893,126954,1971.0,3213,3.0,1,2.0,550000.0
124,399,2.0,1535,548,18070,970.0,1379,2.0,7,2.0,340000.0
125,1240,3.0,1535,990,114079,1493.0,1322,3.0,7,2.0,799000.0
124,399,3.0,1535,990,14943,1383.0,1321,2.0,7,2.0,1199000.0
66,1128,1.0,1535,38,58072,1140.0,3623,2.0,3,1.0,1100000.0
66,1128,2.0,1535,973,188453,1520.0,2888,3.0,32,2.0,175000.0
125,1245,2.5,1535,313,30608,1176.0,1842,3.0,25,2.0,73900.0
66,949,3.0,1535,193,212091,2508.0,178,7.0,24,2.0,1550000.0
4,1228,2.5,1535,766,156582,825.0,1182,3.0,7,2.0,325000.0
4,1228,2.5,1535,392,244681,1720.0,1395,3.0,7,2.0,254900.0
125,1245,5.0,1592,936,196699,3762.0,2733,5.0,32,2.0,409874.0
66,1128,3.0,1591,865,187056,2452.0,3255,4.0,23,1.0,389500.0
126,1245,3.0,1535,865,212027,1443.0,3256,3.0,23,2.0,264900.0
125,1246,2.5,1535,1221,2619,1229.0,462,3.0,29,2.0,110000.0
66,399,1.0,1535,75,215430,865.0,2914,1.0,32,1.0,345000.0
125,1244,2.0,1535,588,79297,1554.0,1856,4.0,25,2.0,89000.0
125,1240,2.0,1535,1715,132034,1709.0,1405,3.0,7,2.0,675000.0
4,956,4.0,1535,914,29495,4165.0,3340,9.0,3,2.0,998000.0
125,1245,3.0,1535,990,114723,2079.0,1343,4.0,7,2.0,790000.0
124,399,2.0,1535,726,185481,850.0,2628,1.0,32,0.0,225000.0
4,1129,1.0,1535,96,239800,1080.0,2144,3.0,17,2.0,76900.0
125,1245,2.5,1535,606,134656,1080.0,234,3.0,24,2.0,715000.0
126,1245,2.5,1535,405,103503,571.0,2088,3.0,17,1.0,1000.0
125,1240,3.0,1535,1395,5390,1522.0,1446,2.0,7,9.0,1375000.0
120,1129,2.0,1535,278,51352,1476.0,997,3.0,21,1.0,152990.0
66,1175,3.0,1535,1444,233124,1333.0,4034,3.0,36,3.0,699988.0
125,1243,2.0,1535,1593,94107,600.0,1432,2.0,7,2.0,22500.0
4,581,2.5,7,726,224852,3800.0,2650,3.0,32,1.0,820000.0
125,1245,4.0,1592,865,238520,3238.0,3272,4.0,23,2.0,619000.0
125,1240,2.5,1535,538,161496,635.0,223,3.0,24,1.0,375000.0
125,1240,2.0,1535,1567,229886,620.0,1347,3.0,7,2.0,169900.0
4,1129,2.0,1535,1277,151587,1724.0,1512,2.0,7,1.0,560000.0
124,1175,3.0,1535,1593,168199,2396.0,1438,3.0,7,2.0,408451.0
4,598,2.5,1535,726,115982,1679.0,2678,3.0,32,2.0,324700.0
4,469,2.0,1535,726,181911,1779.0,2680,2.0,32,2.0,830000.0
4,1129,2.0,736,493,206454,2555.0,1521,3.0,7,1.0,429900.0
125,1241,2.5,1535,291,212673,1227.0,2281,3.0,11,9.0,50000.0
4,863,2.5,1535,1028,52049,0.0,1203,3.0,7,2.0,32900.0
125,1245,4.0,1592,750,131100,4086.0,1993,5.0,12,2.0,219900.0
4,818,2.5,1535,1570,180127,1165.0,1394,3.0,7,2.0,249900.0
125,1246,3.0,1535,385,129391,1852.0,2473,2.0,32,3.0,395000.0
125,1240,3.0,1535,1543,210381,1512.0,122,3.0,24,2.0,364900.0
4,1129,4.0,7,114,12484,3903.0,2746,5.0,32,2.0,1289000.0
124,949,1.0,1535,990,17357,740.0,1316,1.0,7,1.0,296538.0
125,1240,2.0,1535,714,98899,825.0,1289,3.0,7,18.0,179900.0
4,1228,2.5,1535,1115,146066,807.0,1365,3.0,7,2.0,172000.0
124,1128,2.0,1535,556,72984,1422.0,2572,3.0,32,1.0,143847.0
125,1245,2.0,1592,688,187282,2111.0,1029,3.0,21,1.0,329900.0
125,1245,4.0,1592,874,218039,4125.0,2768,5.0,32,2.0,490000.0
126,1245,2.0,1592,1409,163230,1594.0,3798,4.0,3,1.0,873744.0
4,826,2.5,1535,991,146387,1322.0,1332,3.0,7,2.0,718999.0
4,863,2.5,1535,313,149000,0.0,1642,3.0,31,2.0,325000.0
125,1245,4.0,1592,1513,237194,3376.0,2743,4.0,32,2.0,350000.0
125,1240,2.0,1535,1208,113201,945.0,1294,2.0,7,2.0,159900.0
125,1245,2.0,1535,403,6547,1985.0,3076,4.0,4,1.0,385000.0
125,1242,2.5,1535,1187,142061,3174.0,1155,3.0,7,1.0,68000.0
125,1245,2.0,1535,556,104694,1391.0,2582,3.0,32,1.0,149900.0
124,1128,2.0,1449,1403,160491,1442.0,2859,3.0,32,1.0,205500.0
125,1245,2.0,1592,914,6395,2220.0,3344,4.0,3,2.0,700000.0
125,1244,2.5,1535,201,108105,1760.0,2891,3.0,32,2.0,135000.0
125,1244,2.0,1535,193,142784,1592.0,198,3.0,24,2.0,809000.0
76,1129,2.0,7,1318,13489,1668.0,2747,3.0,32,1.0,198000.0
125,1244,22.0,1535,1088,238581,14536.0,86,18.0,24,2.0,12500000.0
125,1243,2.5,1535,1193,171527,696.0,1211,3.0,7,2.0,345000.0
4,1189,2.5,1535,1289,147720,1703.0,871,3.0,21,2.0,248000.0
66,399,1.0,1535,1306,131391,519.0,3298,1.0,23,1.0,175000.0
4,1228,2.5,1535,75,83197,1590.0,2943,3.0,32,3.0,374000.0
4,1129,2.0,1535,351,149044,1320.0,1133,3.0,9,2.0,144900.0
4,1129,5.5,157,1347,227186,0.0,1847,5.0,25,4.0,2900000.0
125,1244,3.0,1535,291,158809,2184.0,2301,6.0,11,2.0,49000.0
4,1189,2.5,7,726,115831,1600.0,2678,3.0,32,2.0,180000.0
125,1245,3.0,1535,1193,139740,1800.0,1208,4.0,7,2.0,459900.0
0,1128,1.0,1535,1777,92590,1088.0,4126,2.0,36,1.0,117465.0
4,863,0.0,1535,1277,151593,0.0,1512,3.0,7,2.0,245000.0
124,1128,3.0,1449,1403,220104,2622.0,2874,3.0,32,2.0,257500.0
4,1129,3.0,7,1069,148352,2999.0,1627,4.0,31,2.0,415000.0
125,1246,3.0,1535,726,158887,1918.0,2627,2.0,32,4.0,430000.0
124,1128,2.0,1535,726,195830,2114.0,2660,3.0,32,1.0,320000.0
125,1244,2.0,1535,1192,96923,1568.0,1205,4.0,7,2.0,175000.0
125,1245,4.0,1592,1513,143770,3317.0,2744,4.0,32,2.0,444500.0
47,956,2.0,1535,313,152817,8078.0,1833,4.0,25,2.5,270000.0
4,1228,2.5,1535,1570,180021,850.0,1393,3.0,7,2.0,120000.0
125,1240,2.5,1535,1405,40998,318.0,3527,3.0,3,2.0,295000.0
125,1240,2.0,1535,162,244681,1016.0,587,2.0,14,2.0,899900.0
125,1244,3.0,1535,291,6986,2293.0,2286,5.0,11,2.0,304900.0
79,1129,2.0,7,726,24502,2290.0,2704,4.0,32,1.0,319999.0
4,1228,2.5,1535,1693,157822,756.0,489,3.0,5,2.0,210000.0
4,13,2.5,1535,1403,25066,1556.0,2842,3.0,32,2.0,184500.0
125,1246,2.5,1535,1165,215083,1602.0,1270,3.0,7,2.0,286990.0
125,1245,4.0,1592,1511,137098,2718.0,4140,3.0,36,2.0,374640.0
4,401,2.5,7,385,177007,1093.0,2513,3.0,32,2.0,140000.0
4,1129,2.0,1535,403,52241,1912.0,3074,4.0,4,2.0,695500.0
124,1128,3.0,1535,1403,21654,2227.0,2878,4.0,32,2.0,289050.0
125,1245,2.5,1535,1589,63034,1348.0,4082,3.0,36,1.0,279900.0
66,1128,2.0,1535,1693,78655,900.0,494,3.0,5,2.0,499999.0
1,1129,1.0,1535,771,147845,1303.0,351,3.0,24,2.0,29900.0
125,1240,2.0,1535,1715,131787,1927.0,1405,2.0,7,9.0,965000.0
4,280,2.5,1553,1378,25494,1160.0,1450,3.0,7,2.0,295000.0
4,1228,2.5,1535,990,176308,1592.0,1370,3.0,7,2.0,257000.0
125,1240,2.0,1535,1115,159944,1188.0,1365,2.0,7,1.0,209900.0
66,1128,4.0,1535,1256,196762,3833.0,3922,3.0,27,3.0,719990.0
125,1245,2.1,1535,726,143546,1900.0,2659,3.0,32,2.0,218000.0
4,983,2.5,1535,732,244681,4335.0,972,3.0,21,2.0,539000.0
125,1242,2.5,1592,980,100814,850.0,1712,2.0,31,2.0,9995.0
124,1128,2.0,1535,765,42732,1609.0,1180,4.0,7,1.0,204985.0
4,1129,5.5,1535,819,83787,2881.0,1570,7.0,7,2.0,335000.0
124,399,2.0,1535,726,189798,1124.0,2681,2.0,32,1.0,165000.0
125,1246,3.0,1535,990,17659,1846.0,1324,3.0,7,2.0,790000.0
4,668,2.5,1535,1115,47984,1449.0,1353,3.0,7,2.0,410000.0
4,253,2.5,1535,765,83287,1180.0,1160,3.0,7,2.0,150000.0
125,1246,3.0,1535,548,189906,1605.0,1378,3.0,7,2.0,399999.0
125,1245,2.0,1535,252,77787,1795.0,1493,2.0,7,2.0,234900.0
73,1175,3.0,1535,49,33960,1280.0,1586,2.0,31,2.0,179900.0
4,469,2.0,7,1589,202741,1496.0,4081,2.0,36,2.0,369950.0
4,1129,3.0,1535,1030,177876,3047.0,978,5.0,21,2.0,336400.0
125,1245,2.0,1592,1069,162558,1904.0,1628,3.0,31,2.0,589000.0
66,1128,3.0,1591,566,91172,2278.0,3677,4.0,3,0.0,374900.0
124,1128,2.0,1535,726,57579,1437.0,2646,3.0,32,1.0,170000.0
4,1189,2.5,7,726,28606,2500.0,2701,3.0,32,2.0,380000.0
125,1245,3.0,1535,1208,209407,2119.0,1298,4.0,7,2.0,448500.0
125,1245,2.0,1535,881,93433,1489.0,1506,3.0,7,2.0,199000.0
66,399,4.0,1591,385,135188,4257.0,2468,3.0,32,1.0,4595000.0
125,1245,3.0,1592,865,201218,1849.0,3278,4.0,23,2.0,314500.0
4,863,2.5,1535,1141,27010,0.0,1546,3.0,7,2.0,6000.0
124,1128,3.0,1535,1165,163199,2309.0,1274,4.0,7,0.0,299000.0
125,1246,2.0,1535,1221,37922,1416.0,456,3.0,29,2.0,199000.0
4,1228,2.5,1535,75,118737,2097.0,2952,3.0,32,2.0,330000.0
66,1128,6.0,1535,765,186772,7557.0,1162,5.0,7,2.0,4700000.0
125,1244,2.5,1535,201,190117,49670.0,2890,3.0,32,2.0,5000000.0
125,1245,2.0,1535,1403,221332,1512.0,2868,3.0,32,1.0,234336.0
125,1242,2.5,1535,405,104640,900.0,2073,3.0,17,1.0,18000.0
4,598,2.5,7,726,12558,2368.0,2701,3.0,32,1.0,275000.0
4,745,2.5,1553,1378,88338,1958.0,1447,3.0,7,2.0,284000.0
125,1242,2.5,1535,991,128201,980.0,1331,2.0,7,2.0,1350.0
66,399,3.0,1535,832,237761,2694.0,3517,4.0,3,0.0,1295000.0
4,1108,2.5,1535,385,86390,815.0,2471,3.0,32,2.0,224900.0
125,1240,4.0,1535,1088,233922,3115.0,108,4.0,24,2.0,11900000.0
125,1245,3.0,1592,1382,14763,2534.0,3880,4.0,3,1.0,569900.0
4,1228,2.5,1535,726,178086,1854.0,2680,3.0,32,2.0,525000.0
66,1128,2.0,1535,1684,45839,1532.0,2623,3.0,32,2.0,160000.0
125,1245,4.0,1535,714,98751,2377.0,1290,7.0,7,2.0,799000.0
125,1242,2.5,1535,1516,105884,30161.0,1562,3.0,7,2.0,89000.0
126,1245,7.0,1535,416,209152,5946.0,1362,6.0,7,2.0,1040000.0
125,1244,2.0,1592,405,102482,2016.0,2091,3.0,17,2.0,61900.0
125,1245,2.0,1535,1592,229203,1128.0,1392,2.0,7,1.0,217000.0
